ranking_code,comp_type,effective_date,last_updated,rank_type,country_name,country_code_source,source_rank,matches,points,rating
test,test,2021-12-08,2024-04-04T14:57+05:30,test-team,India,IND,1.0,0,0,124
test,test,2021-12-08,2024-04-04T14:57+05:30,test-team,New Zealand,NZ,2.0,0,0,121
test,test,2021-12-08,2024-04-04T14:57+05:30,test-team,Australia,AUS,3.0,0,0,108
test,test,2021-12-08,2024-04-04T14:57+05:30,test-team,England,ENG,4.0,0,0,107
test,test,2021-12-08,2024-04-04T14:57+05:30,test-team,Pakistan,PAK,5.0,0,0,93
test,test,2021-12-08,2024-04-04T14:57+05:30,test-team,South Africa,SA,6.0,0,0,88
test,test,2021-12-08,2024-04-04T14:57+05:30,test-team,Sri Lanka,SL,7.0,0,0,83
test,test,2021-12-08,2024-04-04T14:57+05:30,test-team,West Indies,WI,8.0,0,0,75
test,test,2021-12-08,2024-04-04T14:57+05:30,test-team,Bangladesh,BAN,9.0,0,0,47
test,test,2021-12-08,2024-04-04T14:57+05:30,test-team,Zimbabwe,ZIM,10.0,0,0,31
test,test,2022-12-11,2024-04-04T15:06+05:30,test-team,Australia,AUS,1.0,0,0,124
test,test,2022-12-11,2024-04-04T15:06+05:30,test-team,India,IND,2.0,0,0,114
test,test,2022-12-11,2024-04-04T15:06+05:30,test-team,South Africa,SA,3.0,0,0,104
test,test,2022-12-11,2024-04-04T15:06+05:30,test-team,England,ENG,4.0,0,0,103
test,test,2022-12-11,2024-04-04T15:06+05:30,test-team,New Zealand,NZ,5.0,0,0,100
test,test,2022-12-11,2024-04-04T15:06+05:30,test-team,Pakistan,PAK,6.0,0,0,92
test,test,2022-12-11,2024-04-04T15:06+05:30,test-team,Sri Lanka,SL,7.0,0,0,88
test,test,2022-12-11,2024-04-04T15:06+05:30,test-team,West Indies,WI,8.0,0,0,78
test,test,2022-12-11,2024-04-04T15:06+05:30,test-team,Bangladesh,BAN,9.0,0,0,48
test,test,2022-12-11,2024-04-04T15:06+05:30,test-team,Zimbabwe,ZIM,10.0,0,0,25
test,test,2023-12-09,2024-04-05T07:22+05:30,test-team,India,IND,1.0,0,0,118
test,test,2023-12-09,2024-04-05T07:22+05:30,test-team,Australia,AUS,2.0,0,0,118
test,test,2023-12-09,2024-04-05T07:22+05:30,test-team,England,ENG,3.0,0,0,115
test,test,2023-12-09,2024-04-05T07:22+05:30,test-team,South Africa,SA,4.0,0,0,104
test,test,2023-12-09,2024-04-05T07:22+05:30,test-team,New Zealand,NZ,5.0,0,0,95
test,test,2023-12-09,2024-04-05T07:22+05:30,test-team,Pakistan,PAK,6.0,0,0,92
test,test,2023-12-09,2024-04-05T07:22+05:30,test-team,Sri Lanka,SL,7.0,0,0,79
test,test,2023-12-09,2024-04-05T07:22+05:30,test-team,West Indies,WI,8.0,0,0,77
test,test,2023-12-09,2024-04-05T07:22+05:30,test-team,Bangladesh,BAN,9.0,0,0,51
test,test,2023-12-09,2024-04-05T07:22+05:30,test-team,Zimbabwe,ZIM,10.0,0,0,32
test,test,2023-12-09,2024-04-05T07:22+05:30,test-team,Afghanistan,AFG,11.0,3,31,10
test,test,2023-12-09,2024-04-05T07:22+05:30,test-team,Ireland,IRE,12.0,5,0,0
test,test,2024-12-17,2025-01-05T03:15+05:30,test-team,Australia,AUS,1.0,30,3715,124
test,test,2024-12-17,2025-01-05T03:15+05:30,test-team,India,IND,2.0,33,3654,111
test,test,2024-12-17,2025-01-05T03:15+05:30,test-team,South Africa,SA,3.0,27,2947,109
test,test,2024-12-17,2025-01-05T03:15+05:30,test-team,England,ENG,4.0,50,5303,106
test,test,2024-12-17,2025-01-05T03:15+05:30,test-team,New Zealand,NZ,5.0,37,3536,96
test,test,2024-12-17,2025-01-05T03:15+05:30,test-team,Sri Lanka,SL,6.0,28,2436,87
test,test,2024-12-17,2025-01-05T03:15+05:30,test-team,Pakistan,PAK,7.0,24,2060,86
test,test,2024-12-17,2025-01-05T03:15+05:30,test-team,West Indies,WI,8.0,29,2184,75
test,test,2024-12-17,2025-01-05T03:15+05:30,test-team,Bangladesh,BAN,9.0,29,1884,65
test,test,2024-12-17,2025-01-05T03:15+05:30,test-team,Ireland,IRE,10.0,5,131,26
test,test,2024-12-17,2025-01-05T03:15+05:30,test-team,Zimbabwe,ZIM,11.0,3,11,4
test,test,2024-12-17,2025-01-05T03:15+05:30,test-team,Afghanistan,AFG,12.0,3,0,0
test,test,2025-12-22,2026-01-08T03:23+05:30,test-team,Australia,AUS,1.0,30,3732,124
test,test,2025-12-22,2026-01-08T03:23+05:30,test-team,South Africa,SA,2.0,31,3581,116
test,test,2025-12-22,2026-01-08T03:23+05:30,test-team,England,ENG,3.0,40,4469,112
test,test,2025-12-22,2026-01-08T03:23+05:30,test-team,India,IND,4.0,39,4064,104
test,test,2025-12-22,2026-01-08T03:23+05:30,test-team,New Zealand,NZ,5.0,29,2839,98
test,test,2025-12-22,2026-01-08T03:23+05:30,test-team,Sri Lanka,SL,6.0,27,2364,88
test,test,2025-12-22,2026-01-08T03:23+05:30,test-team,Pakistan,PAK,7.0,25,2050,82
test,test,2025-12-22,2026-01-08T03:23+05:30,test-team,West Indies,WI,8.0,33,2270,69
test,test,2025-12-22,2026-01-08T03:23+05:30,test-team,Bangladesh,BAN,9.0,30,1888,63
test,test,2025-12-22,2026-01-08T03:23+05:30,test-team,Ireland,IRE,10.0,8,185,23
test,test,2025-12-22,2026-01-08T03:23+05:30,test-team,Zimbabwe,ZIM,11.0,18,208,12
test,test,2025-12-22,2026-01-08T03:23+05:30,test-team,Afghanistan,AFG,12.0,6,62,10
odi,odi,2000-12-17,2024-04-04T17:46+05:30,odi-team,Australia,AUS,1.0,0,0,125
odi,odi,2000-12-17,2024-04-04T17:46+05:30,odi-team,South Africa,SA,2.0,0,0,123
odi,odi,2000-12-17,2024-04-04T17:46+05:30,odi-team,Pakistan,PAK,3.0,0,0,109
odi,odi,2000-12-17,2024-04-04T17:46+05:30,odi-team,Sri Lanka,SL,4.0,0,0,108
odi,odi,2000-12-17,2024-04-04T17:46+05:30,odi-team,India,IND,5.0,0,0,101
odi,odi,2000-12-17,2024-04-04T17:46+05:30,odi-team,England,ENG,6.0,0,0,99
odi,odi,2000-12-17,2024-04-04T17:46+05:30,odi-team,New Zealand,NZ,7.0,0,0,98
odi,odi,2000-12-17,2024-04-04T17:46+05:30,odi-team,West Indies,WI,8.0,0,0,89
odi,odi,2000-12-17,2024-04-04T17:46+05:30,odi-team,Zimbabwe,ZIM,9.0,0,0,79
odi,odi,2000-12-17,2024-04-04T17:46+05:30,odi-team,Kenya,KEN,10.0,0,0,31
odi,odi,2000-12-17,2024-04-04T17:46+05:30,odi-team,Bangladesh,BAN,11.0,0,0,2
odi,odi,2001-12-19,2024-04-04T17:57+05:30,odi-team,Australia,AUS,1.0,0,0,128
odi,odi,2001-12-19,2024-04-04T17:57+05:30,odi-team,South Africa,SA,2.0,0,0,124
odi,odi,2001-12-19,2024-04-04T17:57+05:30,odi-team,Sri Lanka,SL,3.0,0,0,115
odi,odi,2001-12-19,2024-04-04T17:57+05:30,odi-team,Pakistan,PAK,4.0,0,0,115
odi,odi,2001-12-19,2024-04-04T17:57+05:30,odi-team,India,IND,5.0,0,0,102
odi,odi,2001-12-19,2024-04-04T17:57+05:30,odi-team,England,ENG,6.0,0,0,95
odi,odi,2001-12-19,2024-04-04T17:57+05:30,odi-team,New Zealand,NZ,7.0,0,0,92
odi,odi,2001-12-19,2024-04-04T17:57+05:30,odi-team,West Indies,WI,8.0,0,0,91
odi,odi,2001-12-19,2024-04-04T17:57+05:30,odi-team,Zimbabwe,ZIM,9.0,0,0,70
odi,odi,2001-12-19,2024-04-04T17:57+05:30,odi-team,Kenya,KEN,10.0,0,0,20
odi,odi,2001-12-19,2024-04-04T17:57+05:30,odi-team,Bangladesh,BAN,11.0,0,0,0
odi,odi,2002-12-29,2024-04-04T18:08+05:30,odi-team,Australia,AUS,1.0,0,0,131
odi,odi,2002-12-29,2024-04-04T18:08+05:30,odi-team,South Africa,SA,2.0,0,0,126
odi,odi,2002-12-29,2024-04-04T18:08+05:30,odi-team,Pakistan,PAK,3.0,0,0,114
odi,odi,2002-12-29,2024-04-04T18:08+05:30,odi-team,Sri Lanka,SL,4.0,0,0,110
odi,odi,2002-12-29,2024-04-04T18:08+05:30,odi-team,India,IND,5.0,0,0,100
odi,odi,2002-12-29,2024-04-04T18:08+05:30,odi-team,England,ENG,6.0,0,0,100
odi,odi,2002-12-29,2024-04-04T18:08+05:30,odi-team,West Indies,WI,7.0,0,0,99
odi,odi,2002-12-29,2024-04-04T18:08+05:30,odi-team,New Zealand,NZ,8.0,0,0,95
odi,odi,2002-12-29,2024-04-04T18:08+05:30,odi-team,Zimbabwe,ZIM,9.0,0,0,66
odi,odi,2002-12-29,2024-04-04T18:08+05:30,odi-team,Kenya,KEN,10.0,0,0,20
odi,odi,2002-12-29,2024-04-04T18:08+05:30,odi-team,Bangladesh,BAN,11.0,0,0,10
odi,odi,2003-12-07,2024-04-04T18:19+05:30,odi-team,Australia,AUS,1.0,0,0,136
odi,odi,2003-12-07,2024-04-04T18:19+05:30,odi-team,South Africa,SA,2.0,0,0,118
odi,odi,2003-12-07,2024-04-04T18:19+05:30,odi-team,Pakistan,PAK,3.0,0,0,111
odi,odi,2003-12-07,2024-04-04T18:19+05:30,odi-team,Sri Lanka,SL,4.0,0,0,107
odi,odi,2003-12-07,2024-04-04T18:19+05:30,odi-team,England,ENG,5.0,0,0,106
odi,odi,2003-12-07,2024-04-04T18:19+05:30,odi-team,India,IND,6.0,0,0,105
odi,odi,2003-12-07,2024-04-04T18:19+05:30,odi-team,West Indies,WI,7.0,0,0,101
odi,odi,2003-12-07,2024-04-04T18:19+05:30,odi-team,New Zealand,NZ,8.0,0,0,97
odi,odi,2003-12-07,2024-04-04T18:19+05:30,odi-team,Zimbabwe,ZIM,9.0,0,0,68
odi,odi,2003-12-07,2024-04-04T18:19+05:30,odi-team,Kenya,KEN,10.0,0,0,28
odi,odi,2003-12-07,2024-04-04T18:19+05:30,odi-team,Bangladesh,BAN,11.0,0,0,0
odi,odi,2004-12-27,2024-04-04T18:29+05:30,odi-team,Australia,AUS,1.0,0,0,136
odi,odi,2004-12-27,2024-04-04T18:29+05:30,odi-team,New Zealand,NZ,2.0,0,0,120
odi,odi,2004-12-27,2024-04-04T18:29+05:30,odi-team,Sri Lanka,SL,3.0,0,0,117
odi,odi,2004-12-27,2024-04-04T18:29+05:30,odi-team,England,ENG,4.0,0,0,109
odi,odi,2004-12-27,2024-04-04T18:29+05:30,odi-team,Pakistan,PAK,5.0,0,0,109
odi,odi,2004-12-27,2024-04-04T18:29+05:30,odi-team,West Indies,WI,6.0,0,0,107
odi,odi,2004-12-27,2024-04-04T18:29+05:30,odi-team,South Africa,SA,7.0,0,0,101
odi,odi,2004-12-27,2024-04-04T18:29+05:30,odi-team,India,IND,8.0,0,0,98
odi,odi,2004-12-27,2024-04-04T18:29+05:30,odi-team,Zimbabwe,ZIM,9.0,0,0,58
odi,odi,2004-12-27,2024-04-04T18:29+05:30,odi-team,Kenya,KEN,10.0,0,0,26
odi,odi,2004-12-27,2024-04-04T18:29+05:30,odi-team,Bangladesh,BAN,11.0,0,0,3
odi,odi,2005-12-31,2024-04-04T18:38+05:30,odi-team,Australia,AUS,1.0,0,0,135
odi,odi,2005-12-31,2024-04-04T18:38+05:30,odi-team,South Africa,SA,2.0,0,0,118
odi,odi,2005-12-31,2024-04-04T18:38+05:30,odi-team,Pakistan,PAK,3.0,0,0,116
odi,odi,2005-12-31,2024-04-04T18:38+05:30,odi-team,New Zealand,NZ,4.0,0,0,111
odi,odi,2005-12-31,2024-04-04T18:38+05:30,odi-team,India,IND,5.0,0,0,109
odi,odi,2005-12-31,2024-04-04T18:38+05:30,odi-team,England,ENG,6.0,0,0,108
odi,odi,2005-12-31,2024-04-04T18:38+05:30,odi-team,Sri Lanka,SL,7.0,0,0,107
odi,odi,2005-12-31,2024-04-04T18:38+05:30,odi-team,West Indies,WI,8.0,0,0,90
odi,odi,2005-12-31,2024-04-04T18:38+05:30,odi-team,Zimbabwe,ZIM,9.0,0,0,44
odi,odi,2005-12-31,2024-04-04T18:38+05:30,odi-team,Kenya,KEN,10.0,0,0,18
odi,odi,2005-12-31,2024-04-04T18:38+05:30,odi-team,Bangladesh,BAN,11.0,0,0,14
odi,odi,2006-12-31,2024-04-04T18:48+05:30,odi-team,Australia,AUS,1.0,0,0,131
odi,odi,2006-12-31,2024-04-04T18:48+05:30,odi-team,South Africa,SA,2.0,0,0,126
odi,odi,2006-12-31,2024-04-04T18:48+05:30,odi-team,Pakistan,PAK,3.0,0,0,112
odi,odi,2006-12-31,2024-04-04T18:48+05:30,odi-team,New Zealand,NZ,4.0,0,0,112
odi,odi,2006-12-31,2024-04-04T18:48+05:30,odi-team,Sri Lanka,SL,5.0,0,0,109
odi,odi,2006-12-31,2024-04-04T18:48+05:30,odi-team,India,IND,6.0,0,0,106
odi,odi,2006-12-31,2024-04-04T18:48+05:30,odi-team,West Indies,WI,7.0,0,0,104
odi,odi,2006-12-31,2024-04-04T18:48+05:30,odi-team,England,ENG,8.0,0,0,99
odi,odi,2006-12-31,2024-04-04T18:48+05:30,odi-team,Bangladesh,BAN,9.0,0,0,41
odi,odi,2006-12-31,2024-04-04T18:48+05:30,odi-team,Zimbabwe,ZIM,10.0,0,0,23
odi,odi,2006-12-31,2024-04-04T18:48+05:30,odi-team,Kenya,KEN,11.0,0,0,0
odi,odi,2007-12-31,2024-04-04T18:58+05:30,odi-team,Australia,AUS,1.0,0,0,130
odi,odi,2007-12-31,2024-04-04T18:58+05:30,odi-team,South Africa,SA,2.0,0,0,124
odi,odi,2007-12-31,2024-04-04T18:58+05:30,odi-team,New Zealand,NZ,3.0,0,0,112
odi,odi,2007-12-31,2024-04-04T18:58+05:30,odi-team,India,IND,4.0,0,0,110
odi,odi,2007-12-31,2024-04-04T18:58+05:30,odi-team,Sri Lanka,SL,5.0,0,0,108
odi,odi,2007-12-31,2024-04-04T18:58+05:30,odi-team,Pakistan,PAK,6.0,0,0,107
odi,odi,2007-12-31,2024-04-04T18:58+05:30,odi-team,England,ENG,7.0,0,0,107
odi,odi,2007-12-31,2024-04-04T18:58+05:30,odi-team,West Indies,WI,8.0,0,0,100
odi,odi,2007-12-31,2024-04-04T18:58+05:30,odi-team,Bangladesh,BAN,9.0,0,0,47
odi,odi,2007-12-31,2024-04-04T18:58+05:30,odi-team,Ireland,IRE,10.0,0,0,28
odi,odi,2007-12-31,2024-04-04T18:58+05:30,odi-team,Zimbabwe,ZIM,11.0,0,0,20
odi,odi,2007-12-31,2024-04-04T18:58+05:30,odi-team,Kenya,KEN,12.0,0,0,0
odi,odi,2008-11-30,2024-04-04T19:09+05:30,odi-team,Australia,AUS,1.0,0,0,131
odi,odi,2008-11-30,2024-04-04T19:09+05:30,odi-team,South Africa,SA,2.0,0,0,119
odi,odi,2008-11-30,2024-04-04T19:09+05:30,odi-team,India,IND,3.0,0,0,119
odi,odi,2008-11-30,2024-04-04T19:09+05:30,odi-team,Pakistan,PAK,4.0,0,0,114
odi,odi,2008-11-30,2024-04-04T19:09+05:30,odi-team,New Zealand,NZ,5.0,0,0,113
odi,odi,2008-11-30,2024-04-04T19:09+05:30,odi-team,England,ENG,6.0,0,0,108
odi,odi,2008-11-30,2024-04-04T19:09+05:30,odi-team,Sri Lanka,SL,7.0,0,0,107
odi,odi,2008-11-30,2024-04-04T19:09+05:30,odi-team,West Indies,WI,8.0,0,0,91
odi,odi,2008-11-30,2024-04-04T19:09+05:30,odi-team,Bangladesh,BAN,9.0,0,0,47
odi,odi,2008-11-30,2024-04-04T19:09+05:30,odi-team,Ireland,IRE,10.0,0,0,19
odi,odi,2008-11-30,2024-04-04T19:09+05:30,odi-team,Zimbabwe,ZIM,11.0,0,0,13
odi,odi,2008-11-30,2024-04-04T19:09+05:30,odi-team,Kenya,KEN,12.0,0,0,11
odi,odi,2009-12-24,2024-04-04T19:19+05:30,odi-team,Australia,AUS,1.0,0,0,130
odi,odi,2009-12-24,2024-04-04T19:19+05:30,odi-team,India,IND,2.0,0,0,123
odi,odi,2009-12-24,2024-04-04T19:19+05:30,odi-team,South Africa,SA,3.0,0,0,119
odi,odi,2009-12-24,2024-04-04T19:19+05:30,odi-team,New Zealand,NZ,4.0,0,0,112
odi,odi,2009-12-24,2024-04-04T19:19+05:30,odi-team,England,ENG,5.0,0,0,109
odi,odi,2009-12-24,2024-04-04T19:19+05:30,odi-team,Pakistan,PAK,6.0,0,0,108
odi,odi,2009-12-24,2024-04-04T19:19+05:30,odi-team,Sri Lanka,SL,7.0,0,0,105
odi,odi,2009-12-24,2024-04-04T19:19+05:30,odi-team,West Indies,WI,8.0,0,0,76
odi,odi,2009-12-24,2024-04-04T19:19+05:30,odi-team,Bangladesh,BAN,9.0,0,0,55
odi,odi,2009-12-24,2024-04-04T19:19+05:30,odi-team,Zimbabwe,ZIM,10.0,0,0,26
odi,odi,2009-12-24,2024-04-04T19:19+05:30,odi-team,Ireland,IRE,11.0,0,0,25
odi,odi,2009-12-24,2024-04-04T19:19+05:30,odi-team,Kenya,KEN,12.0,0,0,2
odi,odi,2010-12-12,2024-04-04T19:29+05:30,odi-team,Australia,AUS,1.0,0,0,128
odi,odi,2010-12-12,2024-04-04T19:29+05:30,odi-team,India,IND,2.0,0,0,121
odi,odi,2010-12-12,2024-04-04T19:29+05:30,odi-team,Sri Lanka,SL,3.0,0,0,118
odi,odi,2010-12-12,2024-04-04T19:29+05:30,odi-team,South Africa,SA,4.0,0,0,115
odi,odi,2010-12-12,2024-04-04T19:29+05:30,odi-team,England,ENG,5.0,0,0,112
odi,odi,2010-12-12,2024-04-04T19:29+05:30,odi-team,Pakistan,PAK,6.0,0,0,100
odi,odi,2010-12-12,2024-04-04T19:29+05:30,odi-team,New Zealand,NZ,7.0,0,0,91
odi,odi,2010-12-12,2024-04-04T19:29+05:30,odi-team,West Indies,WI,8.0,0,0,67
odi,odi,2010-12-12,2024-04-04T19:29+05:30,odi-team,Bangladesh,BAN,9.0,0,0,66
odi,odi,2010-12-12,2024-04-04T19:29+05:30,odi-team,Ireland,IRE,10.0,0,0,39
odi,odi,2010-12-12,2024-04-04T19:29+05:30,odi-team,Zimbabwe,ZIM,11.0,0,0,37
odi,odi,2010-12-12,2024-04-04T19:29+05:30,odi-team,Netherlands,NED,12.0,0,0,17
odi,odi,2010-12-12,2024-04-04T19:29+05:30,odi-team,Kenya,KEN,13.0,0,0,0
odi,odi,2011-12-11,2024-04-04T19:37+05:30,odi-team,Australia,AUS,1.0,0,0,130
odi,odi,2011-12-11,2024-04-04T19:37+05:30,odi-team,India,IND,2.0,0,0,117
odi,odi,2011-12-11,2024-04-04T19:37+05:30,odi-team,South Africa,SA,3.0,0,0,115
odi,odi,2011-12-11,2024-04-04T19:37+05:30,odi-team,Sri Lanka,SL,4.0,0,0,112
odi,odi,2011-12-11,2024-04-04T19:37+05:30,odi-team,Pakistan,PAK,5.0,0,0,109
odi,odi,2011-12-11,2024-04-04T19:37+05:30,odi-team,England,ENG,6.0,0,0,106
odi,odi,2011-12-11,2024-04-04T19:37+05:30,odi-team,New Zealand,NZ,7.0,0,0,87
odi,odi,2011-12-11,2024-04-04T19:37+05:30,odi-team,West Indies,WI,8.0,0,0,79
odi,odi,2011-12-11,2024-04-04T19:37+05:30,odi-team,Bangladesh,BAN,9.0,0,0,62
odi,odi,2011-12-11,2024-04-04T19:37+05:30,odi-team,Zimbabwe,ZIM,10.0,0,0,47
odi,odi,2011-12-11,2024-04-04T19:37+05:30,odi-team,Ireland,IRE,11.0,0,0,41
odi,odi,2011-12-11,2024-04-04T19:37+05:30,odi-team,Netherlands,NED,12.0,0,0,15
odi,odi,2011-12-11,2024-04-04T19:37+05:30,odi-team,Kenya,KEN,13.0,0,0,0
odi,odi,2012-12-30,2024-04-04T19:46+05:30,odi-team,England,ENG,1.0,0,0,121
odi,odi,2012-12-30,2024-04-04T19:46+05:30,odi-team,South Africa,SA,2.0,0,0,121
odi,odi,2012-12-30,2024-04-04T19:46+05:30,odi-team,India,IND,3.0,0,0,118
odi,odi,2012-12-30,2024-04-04T19:46+05:30,odi-team,Australia,AUS,4.0,0,0,113
odi,odi,2012-12-30,2024-04-04T19:46+05:30,odi-team,Sri Lanka,SL,5.0,0,0,110
odi,odi,2012-12-30,2024-04-04T19:46+05:30,odi-team,Pakistan,PAK,6.0,0,0,106
odi,odi,2012-12-30,2024-04-04T19:46+05:30,odi-team,West Indies,WI,7.0,0,0,88
odi,odi,2012-12-30,2024-04-04T19:46+05:30,odi-team,Bangladesh,BAN,8.0,0,0,78
odi,odi,2012-12-30,2024-04-04T19:46+05:30,odi-team,New Zealand,NZ,9.0,0,0,72
odi,odi,2012-12-30,2024-04-04T19:46+05:30,odi-team,Zimbabwe,ZIM,10.0,0,0,50
odi,odi,2012-12-30,2024-04-04T19:46+05:30,odi-team,Ireland,IRE,11.0,0,0,34
odi,odi,2012-12-30,2024-04-04T19:46+05:30,odi-team,Netherlands,NED,12.0,0,0,16
odi,odi,2012-12-30,2024-04-04T19:46+05:30,odi-team,Kenya,KEN,13.0,0,0,11
odi,odi,2013-12-27,2024-04-04T19:54+05:30,odi-team,India,IND,1.0,0,0,120
odi,odi,2013-12-27,2024-04-04T19:54+05:30,odi-team,Australia,AUS,2.0,0,0,114
odi,odi,2013-12-27,2024-04-04T19:54+05:30,odi-team,England,ENG,3.0,0,0,111
odi,odi,2013-12-27,2024-04-04T19:54+05:30,odi-team,South Africa,SA,4.0,0,0,110
odi,odi,2013-12-27,2024-04-04T19:54+05:30,odi-team,Sri Lanka,SL,5.0,0,0,108
odi,odi,2013-12-27,2024-04-04T19:54+05:30,odi-team,Pakistan,PAK,6.0,0,0,101
odi,odi,2013-12-27,2024-04-04T19:54+05:30,odi-team,West Indies,WI,7.0,0,0,91
odi,odi,2013-12-27,2024-04-04T19:54+05:30,odi-team,New Zealand,NZ,8.0,0,0,84
odi,odi,2013-12-27,2024-04-04T19:54+05:30,odi-team,Bangladesh,BAN,9.0,0,0,83
odi,odi,2013-12-27,2024-04-04T19:54+05:30,odi-team,Zimbabwe,ZIM,10.0,0,0,55
odi,odi,2013-12-27,2024-04-04T19:54+05:30,odi-team,Ireland,IRE,11.0,0,0,38
odi,odi,2013-12-27,2024-04-04T19:54+05:30,odi-team,Netherlands,NED,12.0,0,0,13
odi,odi,2013-12-27,2024-04-04T19:54+05:30,odi-team,Kenya,KEN,13.0,0,0,10
odi,odi,2014-12-19,2024-04-04T20:01+05:30,odi-team,Australia,AUS,1.0,0,0,117
odi,odi,2014-12-19,2024-04-04T20:01+05:30,odi-team,India,IND,2.0,0,0,117
odi,odi,2014-12-19,2024-04-04T20:01+05:30,odi-team,South Africa,SA,3.0,0,0,112
odi,odi,2014-12-19,2024-04-04T20:01+05:30,odi-team,Sri Lanka,SL,4.0,0,0,110
odi,odi,2014-12-19,2024-04-04T20:01+05:30,odi-team,England,ENG,5.0,0,0,104
odi,odi,2014-12-19,2024-04-04T20:01+05:30,odi-team,New Zealand,NZ,6.0,0,0,97
odi,odi,2014-12-19,2024-04-04T20:01+05:30,odi-team,Pakistan,PAK,7.0,0,0,97
odi,odi,2014-12-19,2024-04-04T20:01+05:30,odi-team,West Indies,WI,8.0,0,0,96
odi,odi,2014-12-19,2024-04-04T20:01+05:30,odi-team,Bangladesh,BAN,9.0,0,0,75
odi,odi,2014-12-19,2024-04-04T20:01+05:30,odi-team,Zimbabwe,ZIM,10.0,0,0,53
odi,odi,2014-12-19,2024-04-04T20:01+05:30,odi-team,Afghanistan,AFG,11.0,0,0,42
odi,odi,2014-12-19,2024-04-04T20:01+05:30,odi-team,Ireland,IRE,12.0,0,0,33
odi,odi,2015-12-31,2024-04-04T20:09+05:30,odi-team,Australia,AUS,1.0,0,0,127
odi,odi,2015-12-31,2024-04-04T20:09+05:30,odi-team,India,IND,2.0,0,0,114
odi,odi,2015-12-31,2024-04-04T20:09+05:30,odi-team,South Africa,SA,3.0,0,0,112
odi,odi,2015-12-31,2024-04-04T20:09+05:30,odi-team,New Zealand,NZ,4.0,0,0,110
odi,odi,2015-12-31,2024-04-04T20:09+05:30,odi-team,Sri Lanka,SL,5.0,0,0,104
odi,odi,2015-12-31,2024-04-04T20:09+05:30,odi-team,England,ENG,6.0,0,0,101
odi,odi,2015-12-31,2024-04-04T20:09+05:30,odi-team,Bangladesh,BAN,7.0,0,0,97
odi,odi,2015-12-31,2024-04-04T20:09+05:30,odi-team,Pakistan,PAK,8.0,0,0,87
odi,odi,2015-12-31,2024-04-04T20:09+05:30,odi-team,West Indies,WI,9.0,0,0,86
odi,odi,2015-12-31,2024-04-04T20:09+05:30,odi-team,Afghanistan,AFG,10.0,0,0,50
odi,odi,2015-12-31,2024-04-04T20:09+05:30,odi-team,Ireland,IRE,11.0,0,0,46
odi,odi,2015-12-31,2024-04-04T20:09+05:30,odi-team,Zimbabwe,ZIM,12.0,0,0,44
odi,odi,2016-12-31,2024-04-04T20:17+05:30,odi-team,Australia,AUS,1.0,0,0,120
odi,odi,2016-12-31,2024-04-04T20:17+05:30,odi-team,South Africa,SA,2.0,0,0,116
odi,odi,2016-12-31,2024-04-04T20:17+05:30,odi-team,India,IND,3.0,0,0,111
odi,odi,2016-12-31,2024-04-04T20:17+05:30,odi-team,New Zealand,NZ,4.0,0,0,111
odi,odi,2016-12-31,2024-04-04T20:17+05:30,odi-team,England,ENG,5.0,0,0,107
odi,odi,2016-12-31,2024-04-04T20:17+05:30,odi-team,Sri Lanka,SL,6.0,0,0,101
odi,odi,2016-12-31,2024-04-04T20:17+05:30,odi-team,Bangladesh,BAN,7.0,0,0,91
odi,odi,2016-12-31,2024-04-04T20:17+05:30,odi-team,Pakistan,PAK,8.0,0,0,89
odi,odi,2016-12-31,2024-04-04T20:17+05:30,odi-team,West Indies,WI,9.0,0,0,86
odi,odi,2016-12-31,2024-04-04T20:17+05:30,odi-team,Afghanistan,AFG,10.0,0,0,52
odi,odi,2016-12-31,2024-04-04T20:17+05:30,odi-team,Zimbabwe,ZIM,11.0,0,0,48
odi,odi,2016-12-31,2024-04-04T20:17+05:30,odi-team,Ireland,IRE,12.0,0,0,42
odi,odi,2017-12-26,2024-04-04T20:24+05:30,odi-team,South Africa,SA,1.0,0,0,121
odi,odi,2017-12-26,2024-04-04T20:24+05:30,odi-team,India,IND,2.0,0,0,119
odi,odi,2017-12-26,2024-04-04T20:24+05:30,odi-team,Australia,AUS,3.0,0,0,114
odi,odi,2017-12-26,2024-04-04T20:24+05:30,odi-team,England,ENG,4.0,0,0,114
odi,odi,2017-12-26,2024-04-04T20:24+05:30,odi-team,New Zealand,NZ,5.0,0,0,112
odi,odi,2017-12-26,2024-04-04T20:24+05:30,odi-team,Pakistan,PAK,6.0,0,0,99
odi,odi,2017-12-26,2024-04-04T20:24+05:30,odi-team,Bangladesh,BAN,7.0,0,0,92
odi,odi,2017-12-26,2024-04-04T20:24+05:30,odi-team,Sri Lanka,SL,8.0,0,0,84
odi,odi,2017-12-26,2024-04-04T20:24+05:30,odi-team,West Indies,WI,9.0,0,0,76
odi,odi,2017-12-26,2024-04-04T20:24+05:30,odi-team,Zimbabwe,ZIM,10.0,0,0,52
odi,odi,2017-12-26,2024-04-04T20:24+05:30,odi-team,Afghanistan,AFG,11.0,0,0,51
odi,odi,2017-12-26,2024-04-04T20:24+05:30,odi-team,Ireland,IRE,12.0,0,0,44
odi,odi,2018-12-14,2024-04-04T20:32+05:30,odi-team,England,ENG,1.0,0,0,126
odi,odi,2018-12-14,2024-04-04T20:32+05:30,odi-team,India,IND,2.0,0,0,121
