competition_id,competition_name,year,event_date,discipline_key,discipline_name,class_key,event_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,source_url
world_sailing_championships,Sailing World Championships,2003,2003-12-31,sailing-mistral,Mistral,mistral,Women's Mistral,women,2,silver,team,Barbara Kendall,New Zealand,NZL,https://en.wikipedia.org/wiki/2003_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2003,2003-12-31,sailing-mistral,Mistral,mistral,Women's Mistral,women,3,bronze,team,Faustine Merret,France,FRA,https://en.wikipedia.org/wiki/2003_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2003,2003-12-31,sailing-star,Star,star,Star,men,1,gold,team,Xavier Rohart Pascal Rambeau,France,FRA,https://en.wikipedia.org/wiki/2003_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2003,2003-12-31,sailing-star,Star,star,Star,men,2,silver,team,Fredrik Lööf Anders Ekström,Sweden,SWE,https://en.wikipedia.org/wiki/2003_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2003,2003-12-31,sailing-star,Star,star,Star,men,3,bronze,team,Iain Percy Steve Mitchell,United Kingdom,GBR,https://en.wikipedia.org/wiki/2003_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2003,2003-12-31,sailing-tornado,Tornado,tornado,Tornado,mixed,1,gold,team,Darren Bundock John Forbes,Australia,AUS,https://en.wikipedia.org/wiki/2003_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2003,2003-12-31,sailing-tornado,Tornado,tornado,Tornado,mixed,2,silver,team,Leigh McMillan Mark Bulkeley,United Kingdom,GBR,https://en.wikipedia.org/wiki/2003_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2003,2003-12-31,sailing-tornado,Tornado,tornado,Tornado,mixed,3,bronze,team,Santiago Lange Carlos Espinola,Argentina,ARG,https://en.wikipedia.org/wiki/2003_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2003,2003-12-31,sailing-yngling,Yngling,yngling,Yngling,women,1,gold,team,Hannah Swett Joan Touchette Melissa Purdy,United States,USA,https://en.wikipedia.org/wiki/2003_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2003,2003-12-31,sailing-yngling,Yngling,yngling,Yngling,women,2,silver,team,Ulrike Schümann Wibke Bülle Winnie Lippert,Germany,DEU,https://en.wikipedia.org/wiki/2003_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2003,2003-12-31,sailing-yngling,Yngling,yngling,Yngling,women,3,bronze,team,Dorte Jensen Helle Jespersen Rachel Kiel,Denmark,DNK,https://en.wikipedia.org/wiki/2003_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-470,470,470,Men's 470,men,1,gold,team,Nathan Wilmot Malcolm Page,Australia,AUS,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-470,470,470,Men's 470,men,2,silver,team,Sven Coster Kalle Coster,Netherlands,NLD,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-470,470,470,Men's 470,men,3,bronze,team,Gideon Kliger Udi Gal,Israel,ISR,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-470,470,470,Women's 470,women,1,gold,team,Marcelien de Koning Lobke Berkhout,Netherlands,NLD,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-470,470,470,Women's 470,women,2,silver,team,Ingrid Petitjean Nadège Douroux,France,FRA,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-470,470,470,Women's 470,women,3,bronze,team,Christina Bassadone Saskia Clark,United Kingdom,GBR,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-49er,49er,49er,49er,men,1,gold,team,Stevie Morrison Ben Rhodes,United Kingdom,GBR,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-49er,49er,49er,49er,men,2,silver,team,Nico Delle Karth Nikolaus Resch,Austria,AUT,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-49er,49er,49er,49er,men,3,bronze,team,Nathan Outteridge Ben Austin,Australia,AUS,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-finn,Finn,finn,Finn,men,1,gold,team,Rafael Trujillo,Spain,ESP,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-finn,Finn,finn,Finn,men,2,silver,team,Pieter-Jan Postma,Netherlands,NLD,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-finn,Finn,finn,Finn,men,3,bronze,team,Gašper Vinčec,Slovenia,SVN,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-laser,Laser,laser,Laser,men,1,gold,team,Tom Slingsby,Australia,AUS,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-laser,Laser,laser,Laser,men,2,silver,team,Andrew Murdoch,New Zealand,NZL,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-laser,Laser,laser,Laser,men,3,bronze,team,Deniss Karpak,Estonia,EST,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-laser-radial,Laser Radial,laser-radial,Laser Radial,women,1,gold,team,Tatiana Drozdovskaya,Belarus,BLR,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-laser-radial,Laser Radial,laser-radial,Laser Radial,women,2,silver,team,Sari Multala,Finland,FIN,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-laser-radial,Laser Radial,laser-radial,Laser Radial,women,3,bronze,team,Petra Niemann,Germany,DEU,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-rsx,RS:X,rsx,Men's RS:X,men,1,gold,team,Ricardo Santos,Brazil,BRA,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-rsx,RS:X,rsx,Men's RS:X,men,2,silver,team,Przemysław Miarczyński,Poland,POL,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-rsx,RS:X,rsx,Men's RS:X,men,3,bronze,team,Nick Dempsey,United Kingdom,GBR,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-rsx,RS:X,rsx,Women's RS:X,women,1,gold,team,Zofia Klepacka,Poland,POL,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-rsx,RS:X,rsx,Women's RS:X,women,2,silver,team,Barbara Kendall,New Zealand,NZL,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-rsx,RS:X,rsx,Women's RS:X,women,3,bronze,team,Jessica Crisp,Australia,AUS,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-star,Star,star,Star,men,1,gold,team,Robert Scheidt Bruno Prada,Brazil,BRA,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-star,Star,star,Star,men,2,silver,team,Xavier Rohart Pascal Rambeau,France,FRA,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-star,Star,star,Star,men,3,bronze,team,Iain Percy Andrew Simpson,United Kingdom,GBR,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-tornado,Tornado,tornado,Tornado,mixed,1,gold,team,Fernando Echávarri Antón Paz,Spain,ESP,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-tornado,Tornado,tornado,Tornado,mixed,2,silver,team,Carolijn Brouwer Sébastien Godefroid,Belgium,BEL,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-tornado,Tornado,tornado,Tornado,mixed,3,bronze,team,Mitch Booth Pim Nieuwenhuis,Netherlands,NLD,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-yngling,Yngling,yngling,Yngling,women,1,gold,team,Sarah Ayton Sarah Webb Pippa Wilson,United Kingdom,GBR,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-yngling,Yngling,yngling,Yngling,women,2,silver,team,Sally Barkow Carrie Howe Debbie Capozzi,United States,USA,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2007,2007-12-31,sailing-yngling,Yngling,yngling,Yngling,women,3,bronze,team,Shirley Robertson Annie Lush Lucy MacGregor,United Kingdom,GBR,https://en.wikipedia.org/wiki/2007_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-470,470,470,Men's 470,men,1,gold,team,Mathew Belcher Malcolm Page,Australia,AUS,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-470,470,470,Men's 470,men,2,silver,team,Luke Patience Stuart Bithell,United Kingdom,GBR,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-470,470,470,Men's 470,men,3,bronze,team,Šime Fantela Igor Marenić,Croatia,HRV,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-470,470,470,Women's 470,women,1,gold,team,Tara Pacheco Berta Betanzos,Spain,ESP,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-470,470,470,Women's 470,women,2,silver,team,Hannah Mills Saskia Clark,United Kingdom,GBR,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-470,470,470,Women's 470,women,3,bronze,team,Jo Aleh Polly Powrie,New Zealand,NZL,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-49er,49er,49er,49er,men,1,gold,team,Nathan Outteridge Iain Jensen,Australia,AUS,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-49er,49er,49er,49er,men,2,silver,team,Peter Burling Blair Tuke,New Zealand,NZL,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-49er,49er,49er,49er,men,3,bronze,team,Emil Toft Nielsen Simon Toft Nielsen,Denmark,DNK,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-elliott-6m,Elliott 6m,elliott-6m,Elliott 6m,women,1,gold,team,Anna Tunnicliffe Deborah Capozzi Molly Vandemoer,United States,USA,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-elliott-6m,Elliott 6m,elliott-6m,Elliott 6m,women,2,silver,team,Lucy MacGregor Annie Lush Kate MacGregor,United Kingdom,GBR,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-elliott-6m,Elliott 6m,elliott-6m,Elliott 6m,women,3,bronze,team,Claire Leroy Élodie Bertrand Marie Riou,France,FRA,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-finn,Finn,finn,Finn,men,1,gold,team,Giles Scott,United Kingdom,GBR,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-finn,Finn,finn,Finn,men,2,silver,team,Pieter-Jan Postma,Netherlands,NLD,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-finn,Finn,finn,Finn,men,3,bronze,team,Edward Wright,United Kingdom,GBR,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-laser,Laser,laser,Laser,men,1,gold,team,Tom Slingsby,Australia,AUS,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-laser,Laser,laser,Laser,men,2,silver,team,Nick Thompson,United Kingdom,GBR,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-laser,Laser,laser,Laser,men,3,bronze,team,Andrew Murdoch,New Zealand,NZL,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-laser-radial,Laser Radial,laser-radial,Laser Radial,women,1,gold,team,Marit Bouwmeester,Netherlands,NLD,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-laser-radial,Laser Radial,laser-radial,Laser Radial,women,2,silver,team,Evi Van Acker,Belgium,BEL,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-laser-radial,Laser Radial,laser-radial,Laser Radial,women,3,bronze,team,Paige Railey,United States,USA,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-rsx,RS:X,rsx,Men's RS:X,men,1,gold,team,Dorian van Rijsselberghe,Netherlands,NLD,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-rsx,RS:X,rsx,Men's RS:X,men,2,silver,team,Piotr Myszka,Poland,POL,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-rsx,RS:X,rsx,Men's RS:X,men,3,bronze,team,Nimrod Mashiach,Israel,ISR,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-rsx,RS:X,rsx,Women's RS:X,women,1,gold,team,Lee Korzits,Israel,ISR,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-rsx,RS:X,rsx,Women's RS:X,women,2,silver,team,Zofia Noceti-Klepacka,Poland,POL,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-rsx,RS:X,rsx,Women's RS:X,women,3,bronze,team,Marina Alabau,Spain,ESP,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-star,Star,star,Star,men,1,gold,team,Robert Scheidt Bruno Prada,Brazil,BRA,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-star,Star,star,Star,men,2,silver,team,Robert Stanjek Frithjof Kleen,Germany,DEU,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2011,2011-12-31,sailing-star,Star,star,Star,men,3,bronze,team,Mark Mendelblatt Brian Fatih,United States,USA,https://en.wikipedia.org/wiki/2011_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-470,470,470,Men's 470,men,1,gold,team,Mathew Belcher Will Ryan,Australia,AUS,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-470,470,470,Men's 470,men,2,silver,team,Šime Fantela Igor Marenić,Croatia,HRV,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-470,470,470,Men's 470,men,3,bronze,team,Panagiotis Mantis Pavlos Kagialis,Greece,GRC,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-470,470,470,Women's 470,women,1,gold,team,Lara Vadlau Jolanta Ogar,Austria,AUT,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-470,470,470,Women's 470,women,2,silver,team,Jo Aleh Polly Powrie,New Zealand,NZL,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-470,470,470,Women's 470,women,3,bronze,team,Hannah Mills Saskia Clark,United Kingdom,GBR,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-49er,49er,49er,49er,men,1,gold,team,Peter Burling Blair Tuke,New Zealand,NZL,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-49er,49er,49er,49er,men,2,silver,team,Jonas Warrer Anders Thomsen,Denmark,DNK,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-49er,49er,49er,49er,men,3,bronze,team,Nathan Outteridge Iain Jensen,Australia,AUS,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-49er-fx,49er FX,49er-fx,49er FX,women,1,gold,team,Martine Grael Kahena Kunze,Brazil,BRA,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-49er-fx,49er FX,49er-fx,49er FX,women,2,silver,team,Ida Marie Baad Nielsen Marie Thusgaard Olsen,Denmark,DNK,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-49er-fx,49er FX,49er-fx,49er FX,women,3,bronze,team,Giulia Conti Francesca Clapcich,Italy,ITA,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-finn,Finn,finn,Finn,men,1,gold,team,Giles Scott,United Kingdom,GBR,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-finn,Finn,finn,Finn,men,2,silver,team,Ivan Kljaković Gašpić,Croatia,HRV,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-finn,Finn,finn,Finn,men,3,bronze,team,Edward Wright,United Kingdom,GBR,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-laser,Laser,laser,Laser,men,1,gold,team,Nicholas Heiner,Netherlands,NLD,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-laser,Laser,laser,Laser,men,2,silver,team,Tom Burton,Australia,AUS,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-laser,Laser,laser,Laser,men,3,bronze,team,Nick Thompson,United Kingdom,GBR,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-laser-radial,Laser Radial,laser-radial,Laser Radial,women,1,gold,team,Marit Bouwmeester,Netherlands,NLD,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-laser-radial,Laser Radial,laser-radial,Laser Radial,women,2,silver,team,Josefin Olsson,Sweden,SWE,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-laser-radial,Laser Radial,laser-radial,Laser Radial,women,3,bronze,team,Evi Van Acker,Belgium,BEL,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-nacra-17,Nacra 17,nacra-17,Nacra 17,mixed,1,gold,team,Billy Besson Marie Riou,France,FRA,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
world_sailing_championships,Sailing World Championships,2014,2014-12-31,sailing-nacra-17,Nacra 17,nacra-17,Nacra 17,mixed,2,silver,team,Santiago Lange Cecilia Carranza,Argentina,ARG,https://en.wikipedia.org/wiki/2014_ISAF_Sailing_World_Championships
