competition_id,competition_name,year,source_year,event_date,discipline_key,discipline_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,score,source_url
davis_cup,Davis Cup,2019,2019,2019-12-31,tennis,Tennis,men,1,gold,team,Spain,Spain,ESP,2–0,https://en.wikipedia.org/wiki/List_of_Davis_Cup_champions
davis_cup,Davis Cup,2019,2019,2019-12-31,tennis,Tennis,men,2,silver,team,Canada,Canada,CAN,2–0,https://en.wikipedia.org/wiki/List_of_Davis_Cup_champions
davis_cup,Davis Cup,2021,2020-21,2021-12-31,tennis,Tennis,men,1,gold,team,RTF,RTF,RTF,2–0,https://en.wikipedia.org/wiki/List_of_Davis_Cup_champions
davis_cup,Davis Cup,2021,2020-21,2021-12-31,tennis,Tennis,men,2,silver,team,Croatia,Croatia,CRO,2–0,https://en.wikipedia.org/wiki/List_of_Davis_Cup_champions
davis_cup,Davis Cup,2022,2022,2022-12-31,tennis,Tennis,men,1,gold,team,Canada,Canada,CAN,2–0,https://en.wikipedia.org/wiki/List_of_Davis_Cup_champions
davis_cup,Davis Cup,2022,2022,2022-12-31,tennis,Tennis,men,2,silver,team,Australia,Australia,AUS,2–0,https://en.wikipedia.org/wiki/List_of_Davis_Cup_champions
davis_cup,Davis Cup,2023,2023,2023-12-31,tennis,Tennis,men,1,gold,team,Italy,Italy,ITA,2–0,https://en.wikipedia.org/wiki/List_of_Davis_Cup_champions
davis_cup,Davis Cup,2023,2023,2023-12-31,tennis,Tennis,men,2,silver,team,Australia,Australia,AUS,2–0,https://en.wikipedia.org/wiki/List_of_Davis_Cup_champions
davis_cup,Davis Cup,2024,2024,2024-12-31,tennis,Tennis,men,1,gold,team,Italy,Italy,ITA,2–0,https://en.wikipedia.org/wiki/List_of_Davis_Cup_champions
davis_cup,Davis Cup,2024,2024,2024-12-31,tennis,Tennis,men,2,silver,team,Netherlands,Netherlands,NLD,2–0,https://en.wikipedia.org/wiki/List_of_Davis_Cup_champions
davis_cup,Davis Cup,2025,2025,2025-12-31,tennis,Tennis,men,1,gold,team,Italy,Italy,ITA,2–0,https://en.wikipedia.org/wiki/List_of_Davis_Cup_champions
davis_cup,Davis Cup,2025,2025,2025-12-31,tennis,Tennis,men,2,silver,team,Spain,Spain,ESP,2–0,https://en.wikipedia.org/wiki/List_of_Davis_Cup_champions
