event_id,participant_id,rank,medal,score_raw,points_awarded
fei_world_championships_2002_equestrian-vaulting_women-vaulting_women,equestrian_athlete_Ines_Juckstow_DEU,3,bronze,edition=FEI World Equestrian Games;event=Women's vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2002_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-dressage-equestrian_individual-freestyle-dressage_mixed,equestrian_athlete_Anky_van_Grunsven_NLD,1,gold,edition=FEI World Equestrian Games;event=Individual freestyle dressage;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-dressage-equestrian_individual-freestyle-dressage_mixed,equestrian_athlete_Andreas_Helgstrand_DNK,2,silver,edition=FEI World Equestrian Games;event=Individual freestyle dressage;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
fei_world_championships_2006_equestrian-dressage-equestrian_individual-freestyle-dressage_mixed,equestrian_athlete_Isabell_Werth_DEU,3,bronze,edition=FEI World Equestrian Games;event=Individual freestyle dressage;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-dressage-equestrian_individual-special-dressage_mixed,equestrian_athlete_Isabell_Werth_DEU,1,gold,edition=FEI World Equestrian Games;event=Individual special dressage;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-dressage-equestrian_individual-special-dressage_mixed,equestrian_athlete_Anky_van_Grunsven_NLD,2,silver,edition=FEI World Equestrian Games;event=Individual special dressage;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
fei_world_championships_2006_equestrian-dressage-equestrian_individual-special-dressage_mixed,equestrian_athlete_Andreas_Helgstrand_DNK,3,bronze,edition=FEI World Equestrian Games;event=Individual special dressage;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-dressage-equestrian_team-dressage_mixed,equestrian_team_Germany_DEU,1,gold,edition=FEI World Equestrian Games;event=Team dressage;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-dressage-equestrian_team-dressage_mixed,equestrian_team_Netherlands_NLD,2,silver,edition=FEI World Equestrian Games;event=Team dressage;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
fei_world_championships_2006_equestrian-dressage-equestrian_team-dressage_mixed,equestrian_team_United_States_USA,3,bronze,edition=FEI World Equestrian Games;event=Team dressage;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-driving_individual-driving_mixed,equestrian_athlete_Felix-Marie_Brasseur_BEL,1,gold,edition=FEI World Equestrian Games;event=Individual driving;discipline=equestrian-driving;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-driving_individual-driving_mixed,equestrian_athlete_Ijsbrand_Chardon_NLD,2,silver,edition=FEI World Equestrian Games;event=Individual driving;discipline=equestrian-driving;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
fei_world_championships_2006_equestrian-driving_individual-driving_mixed,equestrian_athlete_Christoph_Sandmann_DEU,3,bronze,edition=FEI World Equestrian Games;event=Individual driving;discipline=equestrian-driving;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-driving_team-driving_mixed,equestrian_team_Germany_DEU,1,gold,edition=FEI World Equestrian Games;event=Team driving;discipline=equestrian-driving;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-driving_team-driving_mixed,equestrian_team_Belgium_BEL,2,silver,edition=FEI World Equestrian Games;event=Team driving;discipline=equestrian-driving;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
