year,event_date,gender,discipline_name,event_name,rank,medal,participant_type,athlete_name,country_name,country_code,performance,source_url
2013,2013-01-01,women,swimming,Women's 4 × 200 m freestyle relay,2,silver,team,,Australia,AUS,7:47.08,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 4 × 200 m freestyle relay,3,bronze,team,,France,FRA,7:48.43,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 400 m freestyle,1,gold,athlete,Katie Ledecky,United States,USA,3:59.82 AM,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 400 m freestyle,2,silver,athlete,Melanie Costa,Spain,ESP,4:02.47 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 400 m freestyle,3,bronze,athlete,Lauren Boyle,New Zealand,NZL,4:03.89,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 400 m individual medleydetails,1,gold,athlete,Katinka Hosszú,Hungary,HUN,4:30.41,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 400 m individual medleydetails,2,silver,athlete,Mireia Belmonte,Spain,ESP,4:31.21 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 400 m individual medleydetails,3,bronze,athlete,Elizabeth Beisel,United States,USA,4:31.69,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 50 m backstroke,1,gold,athlete,Zhao Jing,China,CHN,27.29,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 50 m backstroke,2,silver,athlete,Fu Yuanhui,China,CHN,27.39,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 50 m backstroke,3,bronze,athlete,Aya Terakawa,Japan,JPN,27.53 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 50 m breaststrokedetails,2,silver,athlete,Rūta Meilutytė,Lithuania,LTU,29.59,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 50 m breaststrokedetails,3,bronze,athlete,Jessica Hardy,United States,USA,29.80 =AM,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 50 m butterfly,1,gold,athlete,Jeanette Ottesen,Denmark,DNK,25.24 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 50 m butterfly,2,silver,athlete,Lu Ying,China,CHN,25.42 AS,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 50 m butterfly,3,bronze,athlete,Ranomi Kromowidjojo,Netherlands,NLD,25.53,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 50 m freestyledetails,1,gold,athlete,Ranomi Kromowidjojo,Netherlands,NLD,24.05,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 50 m freestyledetails,2,silver,athlete,Cate Campbell,Australia,AUS,24.14,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 50 m freestyledetails,3,bronze,athlete,Francesca Halsall,Great Britain,GBR,24.30,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 800 m freestyle,1,gold,athlete,Katie Ledecky,United States,USA,8:13.86 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 800 m freestyle,2,silver,athlete,Lotte Friis,Denmark,DNK,8:16.32,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2013,2013-01-01,women,swimming,Women's 800 m freestyle,3,bronze,athlete,Lauren Boyle,New Zealand,NZL,8:18.58 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2013_World_Aquatics_Championships
2015,2015-01-01,mixed,artistic swimming,Mixed Duet Free Routine,2,silver,team,,United States,USA,91.4667,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,artistic swimming,Mixed Duet Free Routine,3,bronze,team,,Italy,ITA,89.3333,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,artistic swimming,Mixed Duet Technical Routine,1,gold,team,,United States,USA,88.5108,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,artistic swimming,Mixed Duet Technical Routine,3,bronze,team,,Italy,ITA,86.364,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,artistic swimming,Women's Duet Free Routine,2,silver,team,,China,CHN,95.9,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,artistic swimming,Women's Duet Free Routine,3,bronze,team,,Ukraine,UKR,93.6,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,artistic swimming,Women's Duet Technical Routine,2,silver,team,,China,CHN,93.3279,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,artistic swimming,Women's Duet Technical Routine,3,bronze,team,,Japan,JPN,92.0079,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,artistic swimming,Women's Free Routine Combination,2,silver,team,,China,CHN,96.2,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,artistic swimming,Women's Free Routine Combination,3,bronze,team,,Japan,JPN,93.8,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,artistic swimming,Women's Solo Free Routine,2,silver,athlete,Huang Xuechen,China,CHN,95.7,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,artistic swimming,Women's Solo Free Routine,3,bronze,athlete,Ona Carbonell,Spain,ESP,94.9,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,artistic swimming,Women's Solo Technical Routine,2,silver,athlete,Ona Carbonell,Spain,ESP,93.1284,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,artistic swimming,Women's Solo Technical Routine,3,bronze,athlete,Sun Wenyan,China,CHN,91.5479,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,artistic swimming,Women's Team Free Routine,2,silver,team,,China,CHN,96.1333,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,artistic swimming,Women's Team Free Routine,3,bronze,team,,Japan,JPN,93.9,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,artistic swimming,Women's Team Technical Routine,2,silver,team,,China,CHN,94.4605,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,artistic swimming,Women's Team Technical Routine,3,bronze,team,,Japan,JPN,92.4133,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,diving,Men's 1 metre springboard,1,gold,athlete,Xie Siyi,China,CHN,485.5,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,diving,Men's 1 metre springboard,2,silver,athlete,Illya Kvasha,Ukraine,UKR,449.05,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,diving,Men's 1 metre springboard,3,bronze,athlete,Michael Hixon,United States,USA,428.3,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,diving,Men's 10 metre platform,1,gold,athlete,Qiu Bo,China,CHN,587.0,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,diving,Men's 10 metre platform,2,silver,athlete,David Boudia,United States,USA,560.2,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,diving,Men's 10 metre platform,3,bronze,athlete,Tom Daley,Great Britain,GBR,537.95,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,diving,Men's 3 metre springboard,1,gold,athlete,He Chao,China,CHN,555.05,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,diving,Men's 3 metre springboard,3,bronze,athlete,Jack Laugher,Great Britain,GBR,528.9,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,diving,Men's Synchronized 10 metre platform,1,gold,team,,China,CHN,495.72,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,diving,Men's Synchronized 10 metre platform,2,silver,team,,Mexico,MEX,448.89,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,diving,Men's Synchronized 10 metre platform,3,bronze,team,,Russian Federation,RUS,441.33,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,diving,Men's Synchronized 3 metre springboard,1,gold,team,,China,CHN,471.45,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,diving,Men's Synchronized 3 metre springboard,2,silver,team,,Russian Federation,RUS,459.18,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,diving,Men's Synchronized 3 metre springboard,3,bronze,team,,United Kingdom,GBR,445.2,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,diving,Mixed 10 metre platform,1,gold,athlete,China,China,CHN,350.88,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,diving,Mixed 10 metre platform,2,silver,athlete,Canada,Canada,CAN,309.66,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,diving,Mixed 10 metre platform,3,bronze,athlete,Australia,Australia,AUS,308.22,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,diving,Mixed 3 metre springboard,1,gold,athlete,China,China,CHN,339.9,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,diving,Mixed 3 metre springboard,2,silver,athlete,Canada,Canada,CAN,317.01,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,diving,Mixed 3 metre springboard,3,bronze,athlete,Italy,Italy,ITA,315.3,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,diving,Mixed Team,1,gold,team,,United Kingdom,GBR,434.65,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,diving,Mixed Team,2,silver,team,,Ukraine,UKR,426.45,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,diving,Mixed Team,3,bronze,team,,China,CHN,425.4,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's 1 metre springboard,1,gold,athlete,Tania Cagnotto,Italy,ITA,310.85,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's 1 metre springboard,2,silver,athlete,Shi Tingmao,China,CHN,309.2,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's 1 metre springboard,3,bronze,athlete,He Zi,China,CHN,300.3,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's 10 metre platform,1,gold,athlete,Kim Kuk-hyang,North Korea,PRK,397.05,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's 10 metre platform,2,silver,athlete,Ren Qian,China,CHN,388.0,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's 10 metre platform,3,bronze,athlete,Pandelela Rinong,Malaysia,MYS,385.05,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's 3 metre springboard,1,gold,athlete,Shi Tingmao,China,CHN,383.55,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's 3 metre springboard,2,silver,athlete,He Zi,China,CHN,377.45,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's 3 metre springboard,3,bronze,athlete,Tania Cagnotto,Italy,ITA,356.15,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's Synchronized 10 metre platform,1,gold,team,,China,CHN,359.52,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's Synchronized 10 metre platform,2,silver,team,,Canada,CAN,339.99,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's Synchronized 10 metre platform,3,bronze,team,,"Korea, Democratic People's Republic of",PRK,325.26,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's Synchronized 3 metre springboard,1,gold,team,,China,CHN,351.3,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's Synchronized 3 metre springboard,2,silver,team,,Canada,CAN,319.47,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,diving,Women's Synchronized 3 metre springboard,3,bronze,team,,Australia,AUS,304.2,https://en.wikipedia.org/wiki/Diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,high diving,Men,1,gold,athlete,Gary Hunt,Great Britain,GBR,629.30 CR,https://en.wikipedia.org/wiki/High_diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,high diving,Men,2,silver,athlete,Jonathan Paredes,Mexico,MEX,596.45,https://en.wikipedia.org/wiki/High_diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,high diving,Women,1,gold,athlete,Rachelle Simpson,United States,USA,258.70,https://en.wikipedia.org/wiki/High_diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,high diving,Women,2,silver,athlete,Cesilie Carlton,United States,USA,237.35,https://en.wikipedia.org/wiki/High_diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,high diving,Women,3,bronze,athlete,Yana Nestsiarava,Belarus,BLR,233.1,https://en.wikipedia.org/wiki/High_diving_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,open water swimming,Men's 10 km,1,gold,athlete,Wilimovsky,United States,USA,1:49:48.2,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,open water swimming,Men's 10 km,2,silver,athlete,Ferry Weertman,Netherlands,NLD,1:50:00.3,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,open water swimming,Men's 10 km,3,bronze,athlete,Spyridon Gianniotis,Greece,GRC,1:50:00.7,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,open water swimming,Men's 25 km,1,gold,athlete,Simone Ruffini,Italy,ITA,4:53:10.7,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,open water swimming,Men's 25 km,2,silver,athlete,Alex Meyer,United States,USA,4:53:15.1,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,open water swimming,Men's 25 km,3,bronze,athlete,Matteo Furlan,Italy,ITA,4:54:38.0,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,open water swimming,Men's 5 km,1,gold,athlete,Ho,South Africa,ZAF,55:17.6,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,open water swimming,Men's 5 km,2,silver,athlete,Rob Muffels,Germany,DEU,55:17.6,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,open water swimming,Men's 5 km,3,bronze,athlete,Matteo Furlan,Italy,ITA,55:20.0,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,open water swimming,Mixed Team,1,gold,team,,Germany,DEU,55:14.4,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,open water swimming,Mixed Team,2,silver,team,,Brazil,BRA,55:31.2,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,open water swimming,Mixed Team,2,silver,team,,Netherlands,NLD,55:31.2,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,open water swimming,Women's 10 km,1,gold,athlete,Aurélie Muller,France,FRA,1:58:04.3,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,open water swimming,Women's 10 km,2,silver,athlete,Sharon van Rouwendaal,Netherlands,NLD,1:58:06.7,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,open water swimming,Women's 10 km,3,bronze,athlete,Ana Marcela Cunha,Brazil,BRA,1:58:26.5,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,open water swimming,Women's 25 km,1,gold,athlete,Ana Marcela Cunha,Brazil,BRA,5:13:47.3,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,open water swimming,Women's 25 km,2,silver,athlete,Anna Olasz,Hungary,HUN,5:14:13.4,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,open water swimming,Women's 25 km,3,bronze,athlete,Angela Maurer,Germany,DEU,5:15:07.6,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,open water swimming,Women's 5 km,1,gold,athlete,Haley Anderson,United States,USA,58:48.4,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,open water swimming,Women's 5 km,2,silver,athlete,Kalliopi Araouzou,Greece,GRC,58:49.8,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,open water swimming,Women's 5 km,3,bronze,athlete,Finnia Wunram,Germany,DEU,58:51.0,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 100 m backstroke,1,gold,athlete,Mitch Larkin,Australia,AUS,52.40,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 100 m backstroke,2,silver,athlete,Camille Lacourt,France,FRA,52.48,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 100 m backstroke,3,bronze,athlete,Matt Grevers,United States,USA,52.66,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 100 m breaststroke,1,gold,athlete,Adam Peaty,Great Britain,GBR,58.52,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 100 m breaststroke,2,silver,athlete,Cameron van der Burgh,South Africa,ZAF,58.59,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 100 m breaststroke,3,bronze,athlete,Ross Murdoch,Great Britain,GBR,59.09,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 100 m butterfly,1,gold,athlete,le Clos,South Africa,ZAF,50.56 AF,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 100 m butterfly,2,silver,athlete,László Cseh,Hungary,HUN,50.87 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 100 m butterfly,3,bronze,athlete,Joseph Schooling,Singapore,SGP,50.96 AS,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 100 m freestyle,1,gold,athlete,Ning Zetao,China,CHN,47.84,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 100 m freestyle,2,silver,athlete,Cameron McEvoy,Australia,AUS,47.95,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 100 m freestyle,3,bronze,athlete,Federico Grabich,Argentina,ARG,48.12,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 1500 m freestyle,1,gold,athlete,Gregorio Paltrinieri,Italy,ITA,14:39.67 ER,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 1500 m freestyle,2,silver,athlete,Connor Jaeger,United States,USA,14:41.20 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 1500 m freestyle,3,bronze,athlete,Ryan Cochrane,Canada,CAN,14:51.08,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 200 m backstroke,1,gold,athlete,Mitch Larkin,Australia,AUS,1:53.58 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 200 m backstroke,2,silver,athlete,Radosław Kawęcki,Poland,POL,1:54.55,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 200 m breaststroke,1,gold,athlete,Marco Koch,Germany,DEU,2:07.76,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 200 m breaststroke,2,silver,athlete,Kevin Cordes,United States,USA,2:08.05,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 200 m breaststroke,3,bronze,athlete,Dániel Gyurta,Hungary,HUN,2:08.10,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 200 m butterfly,1,gold,athlete,László Cseh,Hungary,HUN,1:53.48,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 200 m butterfly,2,silver,athlete,le Clos,South Africa,ZAF,1:53.68,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 200 m butterfly,3,bronze,athlete,Jan Świtkowski,Poland,POL,1:54.10,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 200 m freestyle,1,gold,athlete,James Guy,Great Britain,GBR,1:45.14 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 200 m freestyle,2,silver,athlete,Sun Yang,China,CHN,1:45.20,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 200 m freestyle,3,bronze,athlete,Paul Biedermann,Germany,DEU,1:45.38,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 200 m individual medley,1,gold,athlete,Ryan Lochte,United States,USA,1:55.81,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 200 m individual medley,2,silver,athlete,Thiago Pereira,Brazil,BRA,1:56.65,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 200 m individual medley,3,bronze,athlete,Wang Shun,China,CHN,1:56.81 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 4 × 100 m freestyle relay,1,gold,team,,France,FRA,3:10.74,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 4 × 100 m freestyle relay,3,bronze,team,,Italy,ITA,3:12.53,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 4 × 100 m medley relay,1,gold,team,,United States,USA,3:29.93,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 4 × 100 m medley relay,2,silver,team,,Australia,AUS,3:30.08,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 4 × 100 m medley relay,3,bronze,team,,France,FRA,3:30.50,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 4 × 200 m freestyle relay,1,gold,team,,Great Britain,GBR,7:04.33 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 4 × 200 m freestyle relay,2,silver,team,,United States,USA,7:04.75,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 4 × 200 m freestyle relay,3,bronze,team,,Australia,AUS,7:05.34,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 400 m freestyle,1,gold,athlete,Sun Yang,China,CHN,3:42.58,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
