year,event_date,gender,discipline_name,event_name,rank,medal,participant_type,athlete_name,country_name,country_code,performance,source_url
2009,2009-01-01,men,swimming,Men's 800 m freestyle,3,bronze,athlete,Ryan Cochrane,Canada,CAN,7:41.92 AM,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 100 m backstroke,1,gold,athlete,Gemma Spofforth,Great Britain,GBR,58.12 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 100 m backstroke,3,bronze,athlete,Emily Seebohm,Australia,AUS,58.88 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 100 m breaststroke,1,gold,athlete,Rebecca Soni,United States,USA,1:04.93,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 100 m breaststroke,3,bronze,athlete,Kasey Carlson,United States,USA,1:05.75,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 100 m butterfly,1,gold,athlete,Sarah Sjöström,Sweden,SWE,56.06 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 100 m butterfly,2,silver,athlete,Jessicah Schipper,Australia,AUS,56.23 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 100 m butterfly,3,bronze,athlete,Jiao Liuyang,China,CHN,56.86 AS,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 100 m freestyle,1,gold,athlete,Britta Steffen,Germany,DEU,52.07 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 100 m freestyle,2,silver,athlete,Francesca Halsall,Great Britain,GBR,52.87 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 100 m freestyle,3,bronze,athlete,Libby Trickett,Australia,AUS,52.93,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 1500 m freestyle,1,gold,athlete,Alessia Filippi,Italy,ITA,"15:44.93 CR, ER",https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 1500 m freestyle,2,silver,athlete,Lotte Friis,Denmark,DNK,15:46.30 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 1500 m freestyle,3,bronze,athlete,Camelia Potec,Romania,ROU,15:55.63,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 200 m backstroke,1,gold,athlete,Kirsty Coventry,Zimbabwe,ZWE,2:04.81 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 200 m backstroke,3,bronze,athlete,Elizabeth Beisel,United States,USA,2:06.39,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 200 m breaststroke,1,gold,athlete,Nadja Higl,Serbia,SRB,2:21.62 ER,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 200 m breaststroke,2,silver,athlete,Annamay Pierse,Canada,CAN,2:21.84,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 200 m breaststroke,3,bronze,athlete,Mirna Jukić,Austria,AUT,2:21.97 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 200 m butterfly,1,gold,athlete,Jessicah Schipper,Australia,AUS,2:03.41 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 200 m butterfly,2,silver,athlete,Liu Zige,China,CHN,2:03.90 AS,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 200 m butterfly,3,bronze,athlete,Katinka Hosszú,Hungary,HUN,2:04.28,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 200 m freestyle,1,gold,athlete,Federica Pellegrini,Italy,ITA,1:52.98 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 200 m freestyle,2,silver,athlete,Allison Schmitt,United States,USA,1:54.96 AM,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 200 m freestyle,3,bronze,athlete,Dana Vollmer,United States,USA,1:55.64,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 200 m individual medley,1,gold,athlete,Ariana Kukors,United States,USA,2:06.15 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 200 m individual medley,2,silver,athlete,Stephanie Rice,Australia,AUS,2:07.03 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 200 m individual medley,3,bronze,athlete,Katinka Hosszú,Hungary,HUN,2:07.46 ER,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 4 × 100 m freestyle relay,1,gold,team,,Netherlands,NLD,3:31.72 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 4 × 100 m freestyle relay,2,silver,team,,Germany,DEU,3:31.83 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 4 × 100 m freestyle relay,3,bronze,team,,Australia,AUS,3:33.01 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 4 × 100 m medley relay,1,gold,team,,China,CHN,3:52.19 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 4 × 100 m medley relay,2,silver,team,,Australia,AUS,3:52.58 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 4 × 100 m medley relay,3,bronze,team,,Germany,DEU,3:55.79 ER,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 4 × 200 m freestyle relay,1,gold,team,,China,CHN,7:42.08 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 4 × 200 m freestyle relay,2,silver,team,,United States,USA,7:42.56 AM,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 4 × 200 m freestyle relay,3,bronze,team,,Great Britain,GBR,7:45.51 ER,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 400 m freestyle,1,gold,athlete,Federica Pellegrini,Italy,ITA,3:59.15 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 400 m freestyle,2,silver,athlete,Joanne Jackson,Great Britain,GBR,4:00.60 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 400 m freestyle,3,bronze,athlete,Rebecca Adlington,Great Britain,GBR,4:00.79,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 400 m individual medley,1,gold,athlete,Katinka Hosszú,Hungary,HUN,"4:30.31 CR, ER",https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 400 m individual medley,2,silver,athlete,Kirsty Coventry,Zimbabwe,ZWE,4:32.12,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 400 m individual medley,3,bronze,athlete,Stephanie Rice,Australia,AUS,4:32.29,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 50 m backstroke,1,gold,athlete,Zhao Jing,China,CHN,27.06 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 50 m backstroke,2,silver,athlete,Daniela Samulski,Germany,DEU,27.23 ER,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 50 m backstroke,3,bronze,athlete,Gao Chang,China,CHN,27.28,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 50 m breaststroke,2,silver,athlete,Rebecca Soni,United States,USA,30.11 AM,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 50 m breaststroke,3,bronze,athlete,Sarah Katsoulis,Australia,AUS,30.16 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 50 m butterfly,1,gold,athlete,Marieke Guehrer,Australia,AUS,25.48 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 50 m butterfly,2,silver,athlete,Zhou Yafei,China,CHN,25.57 AS,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 50 m butterfly,3,bronze,athlete,Ingvild Snildal,Norway,NOR,25.58,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 50 m freestyle,1,gold,athlete,Britta Steffen,Germany,DEU,23.73 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 50 m freestyle,2,silver,athlete,Therese Alshammar,Sweden,SWE,23.88 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 50 m freestyle,3,bronze,athlete,Cate Campbell,Australia,AUS,23.99,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 50 m freestyle,3,bronze,athlete,Marleen Veldhuis,Netherlands,NLD,23.99,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 800 m freestyle,1,gold,athlete,Lotte Friis,Denmark,DNK,"8:15.92 CR, NR",https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 800 m freestyle,2,silver,athlete,Joanne Jackson,Great Britain,GBR,8:16.66,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2009,2009-01-01,women,swimming,Women's 800 m freestyle,3,bronze,athlete,Alessia Filippi,Italy,ITA,8:17.21 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2009_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Duet free routine,1,gold,team,,Russian Federation,RUS,98.41,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Duet free routine,2,silver,team,,China,CHN,96.81,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Duet free routine,3,bronze,team,,Spain,ESP,96.5,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Duet technical routine,1,gold,team,,Russian Federation,RUS,98.2,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Duet technical routine,2,silver,team,,China,CHN,96.5,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Duet technical routine,3,bronze,team,,Spain,ESP,95.4,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Free routine combination,2,silver,team,,China,CHN,96.39,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Free routine combination,3,bronze,team,,Canada,CAN,96.15,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Solo free routine,1,gold,athlete,Natalia Ishchenko,Russian Federation,RUS,98.55,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Solo free routine,2,silver,athlete,Andrea Fuentes,Spain,ESP,96.52,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Solo free routine,3,bronze,athlete,Sun Wenyan,China,CHN,95.84,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Solo technical routine,1,gold,athlete,Natalia Ishchenko,Russian Federation,RUS,98.3,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Solo technical routine,2,silver,athlete,Huang Xuechen,China,CHN,96.5,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Solo technical routine,3,bronze,athlete,Andrea Fuentes,Spain,ESP,95.3,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Team free routine,2,silver,team,,China,CHN,96.58,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Team free routine,3,bronze,team,,Spain,ESP,96.09,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Team technical routine,2,silver,team,,China,CHN,96.8,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,artistic swimming,Women's Team technical routine,3,bronze,team,,Spain,ESP,96.0,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's 1 metre springboard,1,gold,athlete,Li Shixin,China,CHN,463.9,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's 1 metre springboard,2,silver,athlete,He Min,China,CHN,444.0,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's 1 metre springboard,3,bronze,athlete,Pavlo Rozenberg,GER,GER,436.5,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's 10 metre platform,1,gold,athlete,Qiu Bo,China,CHN,585.45,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's 10 metre platform,2,silver,athlete,David Boudia,United States,USA,544.25,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's 10 metre platform,3,bronze,athlete,Sascha Klein,GER,GER,534.5,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's 3 metre springboard,1,gold,athlete,He Chong,China,CHN,554.3,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's 3 metre springboard,2,silver,athlete,Ilya Zakharov,Russian Federation,RUS,508.95,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's 3 metre springboard,3,bronze,athlete,Evgeny Kuznetsov,Russian Federation,RUS,493.55,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's Synchronized 10 metre platform,1,gold,team,,China,CHN,480.03,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's Synchronized 10 metre platform,2,silver,team,,GER,GER,443.01,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's Synchronized 10 metre platform,3,bronze,team,,Ukraine,UKR,435.36,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's Synchronized 3 metre springboard,1,gold,team,,China,CHN,463.98,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's Synchronized 3 metre springboard,2,silver,team,,Russian Federation,RUS,451.89,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,men,diving,Men's Synchronized 3 metre springboard,3,bronze,team,,Mexico,MEX,437.61,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,diving,Women's 1 metre springboard,1,gold,athlete,Shi Tingmao,China,CHN,318.65,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,diving,Women's 1 metre springboard,2,silver,athlete,Wang Han,China,CHN,310.2,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,diving,Women's 1 metre springboard,3,bronze,athlete,Tania Cagnotto,Italy,ITA,295.45,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,diving,Women's 10 metre platform,1,gold,athlete,Chen Ruolin,China,CHN,405.3,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,diving,Women's 10 metre platform,2,silver,athlete,Hu Yadan,China,CHN,394.0,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,diving,Women's 10 metre platform,3,bronze,athlete,Paola Espinosa,Mexico,MEX,377.15,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,diving,Women's 3 metre springboard,1,gold,athlete,Wu Minxia,China,CHN,380.85,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
2011,2011-01-01,women,diving,Women's 3 metre springboard,2,silver,athlete,He Zi,China,CHN,379.15,https://en.wikipedia.org/wiki/Diving_at_the_2011_World_Aquatics_Championships
