competition_id,competition_name,year,event_date,discipline_key,discipline_name,event_name,gender,event_format,rank,medal,participant_type,participant_name,country_name,country_code,team_members,source_url
fie_world_championships,FIE World Championships,2001,2001-12-31,foil,Foil,Men Individual Foil,men,individual,3,bronze,athlete,Franck Boidin,France,FRA,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,foil,Foil,Men Team Foil,men,team,1,gold,team,France,France,FRA,Loïc Attely; Jean-Noël Ferrari; Brice Guyart; Franck Boidin,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,foil,Foil,Men Team Foil,men,team,2,silver,team,Poland,Poland,POL,Adam Krzesiński; Sławomir Mocek; Tomasz Ciepły; Piotr Kielpikowski,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,foil,Foil,Men Team Foil,men,team,3,bronze,team,Cuba,Cuba,CUB,Elvis Gregory; Oscar García; Raúl Perojo; Eddy Patterson,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,sabre,Sabre,Men Individual Sabre,men,individual,1,gold,athlete,Stanislav Pozdnyakov,Russian Federation,RUS,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,sabre,Sabre,Men Individual Sabre,men,individual,2,silver,athlete,Julien Pillet,France,FRA,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,sabre,Sabre,Men Individual Sabre,men,individual,3,bronze,athlete,Mathieu Gourdain,France,FRA,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,sabre,Sabre,Men Individual Sabre,men,individual,3,bronze,athlete,Rafal Sznajder,Poland,POL,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,sabre,Sabre,Men Team Sabre,men,team,1,gold,team,Russian Federation,Russian Federation,RUS,Stanislav Pozdnyakov; Sergey Sharikov; Aleksey Frosin; Aleksey Dyachenko,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,sabre,Sabre,Men Team Sabre,men,team,2,silver,team,Hungary,Hungary,HUN,Domonkos Ferjancsik; Kende Fodor; Balázs Lengyel; Zsolt Nemcsik,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,sabre,Sabre,Men Team Sabre,men,team,3,bronze,team,Romania,Romania,ROU,Mihai Covaliu; Florin Zalomir; Florin Lupeică; Victor Găureanu,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,epee,Epee,Women Individual Epee,women,individual,1,gold,athlete,Claudia Bokel,Germany,DEU,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,epee,Epee,Women Individual Epee,women,individual,2,silver,athlete,Laura Flessel-Colovic,France,FRA,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,epee,Epee,Women Individual Epee,women,individual,3,bronze,athlete,Gianna Hablützel-Bürki,Switzerland,CHE,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,epee,Epee,Women Individual Epee,women,individual,3,bronze,athlete,Maria Isaksson,Sweden,SWE,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,epee,Epee,Women Team Epee,women,team,1,gold,team,Russian Federation,Russian Federation,RUS,Tatyana Logunova; Anna Sivkova; Maria Mazina; Tatyana Fakhrutdinova,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,epee,Epee,Women Team Epee,women,team,2,silver,team,Switzerland,Switzerland,CHE,Gianna Hablützel-Bürki; Sophie Lamon; Diana Romagnoli; Tabea Steffen,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,epee,Epee,Women Team Epee,women,team,3,bronze,team,Hungary,Hungary,HUN,Ildikó Mincza; Tímea Nagy; Hajnalka Tóth; Adrienn Hormay,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,foil,Foil,Women Individual Foil,women,individual,1,gold,athlete,Valentina Vezzali,Italy,ITA,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,foil,Foil,Women Individual Foil,women,individual,2,silver,athlete,Sabine Bau,Germany,DEU,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,foil,Foil,Women Individual Foil,women,individual,3,bronze,athlete,Roxana Scarlat,Romania,ROU,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,foil,Foil,Women Individual Foil,women,individual,3,bronze,athlete,Ekaterina Youcheva,Russian Federation,RUS,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,foil,Foil,Women Team Foil,women,team,1,gold,team,Italy,Italy,ITA,Diana Bianchedi; Giovanna Trillini; Valentina Vezzali; Frida Scarpa,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,foil,Foil,Women Team Foil,women,team,2,silver,team,Russian Federation,Russian Federation,RUS,Yekaterina Yusheva; Svetlana Boyko; Olga Lobyntseva; Julia Khakimova,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,foil,Foil,Women Team Foil,women,team,3,bronze,team,United States,United States,USA,Erinn Smart; Ann Marsh; Iris Zimmermann; Felicia Zimmermann,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,sabre,Sabre,Women Individual Sabre,women,individual,1,gold,athlete,Anne-Lise Touya,France,FRA,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,sabre,Sabre,Women Individual Sabre,women,individual,2,silver,athlete,Ilaria Bianco,Italy,ITA,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,sabre,Sabre,Women Individual Sabre,women,individual,3,bronze,athlete,Yelena Jemayeva,Azerbaijan,AZE,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,sabre,Sabre,Women Individual Sabre,women,individual,3,bronze,athlete,Gioia Marzocca,Italy,ITA,,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,sabre,Sabre,Women Team Sabre,women,team,1,gold,team,Russian Federation,Russian Federation,RUS,Yelena Nechayeva; Natalya Makeyeva; Irina Bazhenova; Elisaveta Gorst,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,sabre,Sabre,Women Team Sabre,women,team,2,silver,team,Romania,Romania,ROU,Andreea Pelei; Cătălina Gheorghițoaia; Irina Drăghici,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2001,2001-12-31,sabre,Sabre,Women Team Sabre,women,team,3,bronze,team,Germany,Germany,DEU,Sandra Benad; Sabine Thieltges; Doreen Häntzsch; Stefanie Kubissa,https://en.wikipedia.org/wiki/2001_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,epee,Epee,Men Individual Epee,men,individual,1,gold,athlete,Pavel Kolobkov,Russian Federation,RUS,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,epee,Epee,Men Individual Epee,men,individual,2,silver,athlete,Fabrice Jeannet,France,FRA,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,epee,Epee,Men Individual Epee,men,individual,3,bronze,athlete,Vitaly Zakharov,Belarus,BLR,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,epee,Epee,Men Individual Epee,men,individual,3,bronze,athlete,Ku Kyo-dong,"Korea, Republic of",KOR,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,epee,Epee,Men Team Epee,men,team,1,gold,team,France,France,FRA,Benoît Janvier; Fabrice Jeannet; Jean-Michel Lucenay; Hugues Obry,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,epee,Epee,Men Team Epee,men,team,2,silver,team,Russian Federation,Russian Federation,RUS,Pavel Kolobkov; Sergey Kochetkov; Aleksey Selin; Vyacheslav Selin,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,epee,Epee,Men Team Epee,men,team,3,bronze,team,"Korea, Republic of","Korea, Republic of",KOR,Gu Gyo-Dong; Kim Jeong-Gwan; Lee Sang-Yeop; Yang Roy-Sung,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,foil,Foil,Men Individual Foil,men,individual,1,gold,athlete,Simone Vanni,Italy,ITA,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,foil,Foil,Men Individual Foil,men,individual,2,silver,athlete,Andre Wessels,Germany,DEU,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,foil,Foil,Men Individual Foil,men,individual,3,bronze,athlete,Wu Hanxiong,China,CHN,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,foil,Foil,Men Individual Foil,men,individual,3,bronze,athlete,Piotr Kielpikowski,Poland,POL,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,foil,Foil,Men Team Foil,men,team,1,gold,team,Germany,Germany,DEU,Ralf Bißdorf; Dominik Behr; André Weßels; Lars Schache,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,foil,Foil,Men Team Foil,men,team,2,silver,team,France,France,FRA,Brice Guyart; Loïc Attely; Jean-Noël Ferrari; Franck Boidin,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,foil,Foil,Men Team Foil,men,team,3,bronze,team,Spain,Spain,ESP,Javier Menéndez; Luis Caplliure; José Francisco Guerra; Javier García Delgado,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,sabre,Sabre,Men Individual Sabre,men,individual,1,gold,athlete,Stanislav Pozdnyakov,Russian Federation,RUS,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,sabre,Sabre,Men Individual Sabre,men,individual,2,silver,athlete,Julien Pillet,France,FRA,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,sabre,Sabre,Men Individual Sabre,men,individual,3,bronze,athlete,Luigi Tarantino,Italy,ITA,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,sabre,Sabre,Men Individual Sabre,men,individual,3,bronze,athlete,Mihai Covaliu,Romania,ROU,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,sabre,Sabre,Men Team Sabre,men,team,1,gold,team,Russian Federation,Russian Federation,RUS,Aleksey Dyachenko; Aleksey Yakimenko; Stanislav Pozdniakov; Sergey Sharikov,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,sabre,Sabre,Men Team Sabre,men,team,2,silver,team,Italy,Italy,ITA,Giampiero Pastore; Giacomo Guidi; Aldo Montano; Luigi Tarantino,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,sabre,Sabre,Men Team Sabre,men,team,3,bronze,team,Germany,Germany,DEU,Dennis Bauer; Michael Herm; Harald Stehr; Alexander Weber,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,epee,Epee,Women Individual Epee,women,individual,1,gold,athlete,Hyun Hee,"Korea, Republic of",KOR,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,epee,Epee,Women Individual Epee,women,individual,2,silver,athlete,Imke Duplitzer,Germany,DEU,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,epee,Epee,Women Individual Epee,women,individual,3,bronze,athlete,Britta Heidemann,Germany,DEU,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,epee,Epee,Women Individual Epee,women,individual,3,bronze,athlete,Ana Maria Brânză,Romania,ROU,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,epee,Epee,Women Team Epee,women,team,1,gold,team,Hungary,Hungary,HUN,Hajnalka Kiraly; Tímea Nagy; Hajnalka Tóth,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,epee,Epee,Women Team Epee,women,team,2,silver,team,Estonia,Estonia,EST,Maarika Võsu; Irina Embrich; Olga Aleksejeva; Heidi Rohi,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,epee,Epee,Women Team Epee,women,team,3,bronze,team,China,China,CHN,Luo Xiaojuan; Li Na; Shen Weiwei; Zhong Weiping,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,foil,Foil,Women Individual Foil,women,individual,1,gold,athlete,Svetlana Boyko,Russian Federation,RUS,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,foil,Foil,Women Individual Foil,women,individual,2,silver,athlete,Yekaterina Yusheva,Russian Federation,RUS,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,foil,Foil,Women Individual Foil,women,individual,3,bronze,athlete,Aida Mohamed,Hungary,HUN,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,foil,Foil,Women Individual Foil,women,individual,3,bronze,athlete,Edina Knapek,Hungary,HUN,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,foil,Foil,Women Team Foil,women,team,1,gold,team,Russian Federation,Russian Federation,RUS,Svetlana Boyko; Yekaterina Yusheva; Julia Khakimova; Olga Lobyntseva,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,foil,Foil,Women Team Foil,women,team,2,silver,team,Poland,Poland,POL,Sylwia Gruchała; Magdalena Mroczkiewicz; Anna Rybicka; Małgorzata Wojtkowiak,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,foil,Foil,Women Team Foil,women,team,3,bronze,team,Romania,Romania,ROU,Laura Badea; Roxana Scarlat; Cristina Stahl; Reka Szabo,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,sabre,Sabre,Women Individual Sabre,women,individual,1,gold,athlete,Tan Xue,China,CHN,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,sabre,Sabre,Women Individual Sabre,women,individual,2,silver,athlete,Yelena Jemayeva,Azerbaijan,AZE,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,sabre,Sabre,Women Individual Sabre,women,individual,3,bronze,athlete,Cécile Argiolas,France,FRA,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,sabre,Sabre,Women Individual Sabre,women,individual,3,bronze,athlete,Yelena Nechayeva,Russian Federation,RUS,,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,sabre,Sabre,Women Team Sabre,women,team,1,gold,team,Russian Federation,Russian Federation,RUS,Yelena Nechayeva; Margarita Zhukova; Irina Bazhenova; Natalia Makeyeva,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,sabre,Sabre,Women Team Sabre,women,team,2,silver,team,Hungary,Hungary,HUN,Edina Csaba; Orsolya Nagy; Annamária Nagy; Gabriella Sznopek,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2002,2002-12-31,sabre,Sabre,Women Team Sabre,women,team,3,bronze,team,Azerbaijan,Azerbaijan,AZE,Yelena Amirova; Yelena Jemayeva; Anzhela Volkova; Yana Siukayeva,https://en.wikipedia.org/wiki/2002_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,epee,Epee,Men Team Epee,men,team,1,gold,team,Russian Federation,Russian Federation,RUS,Pavel Kolobkov; Sergey Kochetkov; Aleksey Selin; Igor Turchin,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,epee,Epee,Men Team Epee,men,team,2,silver,team,Germany,Germany,DEU,Jörg Fiedler; Norman Ackermann; Christoph Kneip; Wolfgang Raich,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,epee,Epee,Men Team Epee,men,team,3,bronze,team,Sweden,Sweden,SWE,Fredrik Nilsson; Robert Dingl; Péter Vánky; Magnus Malmgren,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,foil,Foil,Men Team Foil,men,team,1,gold,team,Italy,Italy,ITA,Andrea Cassarà; Marco Ramacci; Salvatore Sanzo; Simone Vanni,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,foil,Foil,Men Team Foil,men,team,2,silver,team,China,China,CHN,Wang Haibin; Wu Hanxiong; Ye Chong; Zhu Rui,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,foil,Foil,Men Team Foil,men,team,3,bronze,team,Germany,Germany,DEU,Ralf Bißdorf; Dominik Behr; Peter Joppich; André Weßels,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,sabre,Sabre,Men Team Sabre,men,team,1,gold,team,Russian Federation,Russian Federation,RUS,Sergey Sharikov; Stanislav Pozdnyakov; Aleksey Yakimenko; Aleksey Dyachenko,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,sabre,Sabre,Men Team Sabre,men,team,2,silver,team,Hungary,Hungary,HUN,Domonkos Ferjancsik; Kende Fodor; Balázs Lengyel; Zsolt Nemcsik,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,sabre,Sabre,Men Team Sabre,men,team,3,bronze,team,Ukraine,Ukraine,UKR,Dmytro Boiko; Volodymyr Lukashenko; Oleg Shturbabin; Vladyslav Tretiak,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,epee,Epee,Women Individual Epee,women,individual,1,gold,athlete,Natalia Konrad,Ukraine,UKR,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,epee,Epee,Women Individual Epee,women,individual,2,silver,athlete,Maureen Nisima,France,FRA,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,epee,Epee,Women Individual Epee,women,individual,3,bronze,athlete,Li Na,China,CHN,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,epee,Epee,Women Individual Epee,women,individual,3,bronze,athlete,Christiana Cascioli,Italy,ITA,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,epee,Epee,Women Team Epee,women,team,1,gold,team,Russian Federation,Russian Federation,RUS,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,epee,Epee,Women Team Epee,women,team,2,silver,team,Germany,Germany,DEU,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,epee,Epee,Women Team Epee,women,team,3,bronze,team,Hungary,Hungary,HUN,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,foil,Foil,Women Individual Foil,women,individual,1,gold,athlete,Valentina Vezzali,Italy,ITA,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,foil,Foil,Women Individual Foil,women,individual,2,silver,athlete,Sylwia Gruchała,Poland,POL,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,foil,Foil,Women Individual Foil,women,individual,3,bronze,athlete,Aida Mohamed,Hungary,HUN,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,foil,Foil,Women Individual Foil,women,individual,3,bronze,athlete,Roxana Scarlat,Romania,ROU,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,foil,Foil,Women Team Foil,women,team,1,gold,team,Poland,Poland,POL,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,foil,Foil,Women Team Foil,women,team,2,silver,team,Russian Federation,Russian Federation,RUS,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,foil,Foil,Women Team Foil,women,team,3,bronze,team,Romania,Romania,ROU,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,sabre,Sabre,Women Individual Sabre,women,individual,1,gold,athlete,Dorina Mihai,Romania,ROU,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,sabre,Sabre,Women Individual Sabre,women,individual,2,silver,athlete,Xue Tan,China,CHN,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,sabre,Sabre,Women Individual Sabre,women,individual,3,bronze,athlete,Gioia Marzocca,Italy,ITA,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,sabre,Sabre,Women Individual Sabre,women,individual,3,bronze,athlete,Aleksandra Socha,Poland,POL,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,sabre,Sabre,Women Team Sabre,women,team,1,gold,team,Italy,Italy,ITA,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,sabre,Sabre,Women Team Sabre,women,team,2,silver,team,China,China,CHN,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2003,2003-12-31,sabre,Sabre,Women Team Sabre,women,team,3,bronze,team,Azerbaijan,Azerbaijan,AZE,,https://en.wikipedia.org/wiki/2003_World_Fencing_Championships
fie_world_championships,FIE World Championships,2004,2004-12-31,foil,Foil,Women Team Foil,women,team,1,gold,team,Italy,Italy,ITA,Margherita Granbassi; Giovanna Trillini; Valentina Vezzali; Elisa Di Francisca,https://en.wikipedia.org/wiki/2004_World_Fencing_Championships
fie_world_championships,FIE World Championships,2004,2004-12-31,foil,Foil,Women Team Foil,women,team,2,silver,team,Romania,Romania,ROU,Roxana Scarlat; Laura Badea; Cristina Stahl,https://en.wikipedia.org/wiki/2004_World_Fencing_Championships
fie_world_championships,FIE World Championships,2004,2004-12-31,foil,Foil,Women Team Foil,women,team,3,bronze,team,Poland,Poland,POL,Sylwia Gruchała; Magdalena Mroczkiewicz; Anna Rybicka; Małgorzata Wojtkowiak,https://en.wikipedia.org/wiki/2004_World_Fencing_Championships
